,gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,playNullifiedByPenalty,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,playClockAtSnap,passResult,passLength,targetX,targetY,playAction,dropbackType,dropbackDistance,passLocationType,timeToThrow,timeInTackleBox,timeToSack,passTippedAtLine,unblockedPressure,qbSpike,qbKneel,qbSneak,rushLocationType,penaltyYards,prePenaltyYardsGained,yardsGained,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPointsAdded,isDropback,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,pff_passCoverage,pff_manZone,swing_play
7653,2022101610,3357,(12:14) (Shotgun) P.Mahomes pass deep right to T.Kelce to BUF 26 for 19 yards (C.Lewis).,4,2,13,KC,BUF,BUF,45,12:14,17,17,N,65,0.506325520575047,0.493674479424953,1.82187067635823,SHOTGUN,2x2,26.0,C,16.0,78.84,12.61,False,TRADITIONAL,4.71000003814697,INSIDE_BOX,3.304,3.30399990081787,,False,False,False,0,,,,19,19,0.109896816313267,-0.109896816313267,2.22017810924444,True,,,0,Cover-2,Zone,1
7658,2022101610,3772,"(3:44) J.Allen up the middle to BUF 35 for 2 yards (F.Clark, D.Harris).",4,4,1,BUF,KC,BUF,33,03:44,20,17,N,77,0.743172876536846,0.256827123463154,-0.0765592812094837,JUMBO,2x1,26.0,,,,,False,QB_SNEAK,0.680000007152557,,,,,,,,0,True,INSIDE_LEFT,,2,2,-0.118629798293114,0.118629798293114,1.83612719236407,False,SNEAK,,0,Cover-1,Man,1
7674,2022092900,3501,(3:17) (Shotgun) T.Bridgewater pass deep middle intended for M.Gesicki INTERCEPTED by V.Bell at CIN 9. V.Bell to MIA 45 for 46 yards (R.Cracraft).,4,2,10,MIA,CIN,CIN,26,03:17,20,15,N,84,0.702107392251492,0.297892607748508,3.59383830724983,SHOTGUN,3x1,5.0,IN,17.0,94.7,21.16,False,TRADITIONAL,0.740000009536743,INSIDE_BOX,1.701,1.70099997520447,,True,False,False,0,,,,0,0,0.228500176221132,-0.228500176221132,-6.17215597175527,True,,,0,Cover-2,Zone,1
7768,2022102303,2675,"(12:29) Ja.Williams up the middle to DAL 2 for -1 yards (D.Lawrence). FUMBLES (D.Lawrence), RECOVERED by DAL-A.Barr at DAL 1.",4,1,1,DET,DAL,DAL,1,12:29,10,6,N,11,0.674219738692045,0.325780261307955,6.45782616894576,JUMBO,2x1,5.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,0,0,0.1551254093647,-0.1551254093647,-6.29410877052578,False,PULL LEAD,,0,Goal Line,Other,1
7791,2022091109,3678,(9:36) (Shotgun) T.Etienne left tackle ran ob at WAS 48 for 27 yards (B.St-Juste).,4,1,10,JAX,WAS,JAX,25,09:36,20,22,N,35,0.355735313147306,0.644264686852694,1.56267459969968,SHOTGUN,3x1,9.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,27,27,-0.102906845510006,0.102906845510006,1.54407429136336,False,INSIDE ZONE,READ OPTION;SPLIT,0,Quarters,Zone,1
7845,2022091109,4051,(4:21) (Shotgun) C.Wentz pass short middle to L.Thomas to 50 for 14 yards (D.Lloyd).,4,3,10,WAS,JAX,WAS,36,04:21,20,22,N,74,0.358818292617798,0.641181707382202,0.410148141905665,SHOTGUN,2x2,1.0,C,10.0,63.57,17.84,False,TRADITIONAL,3.83999991416931,INSIDE_BOX,2.836,2.83599996566772,,False,False,False,0,,,,14,14,0.182527810335159,-0.182527810335159,1.7816164388787,True,,,0,2-Man,Man,1
7851,2022103004,77,(14:22) D.Henry up the middle to HST 32 for 41 yards (S.Nelson).,1,2,8,TEN,HOU,TEN,27,14:22,0,0,N,37,0.570885289460421,0.429114710539579,0.772089404053986,SINGLEBACK,3x1,8.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,41,41,-0.115479808300734,0.115479808300734,3.40683443262242,False,INSIDE ZONE,SPLIT,0,Cover-1,Man,1
7864,2022102306,1087,"(13:42) (Shotgun) T.Heinicke pass short right intended for J.McKissic INTERCEPTED by D.Campbell [R.Gary] at GB 37. D.Campbell for 63 yards, TOUCHDOWN.",2,3,5,WAS,GB,GB,41,13:42,3,7,N,69,0.22620764374733,0.77379235625267,2.08881689351983,EMPTY,4x1,9.0,IN,4.0,73.32,11.25,False,TRADITIONAL,4.05000019073486,INSIDE_BOX,2.669,2.66899991035461,,False,False,False,0,,,,0,0,-0.132888292893767,0.132888292893767,-9.08881689351983,True,,,0,Cover-3,Zone,1
7914,2022101600,690,"(1:36) J.Wilson left guard to SF 21 for 1 yard (A.Ebiketie). FUMBLES (A.Ebiketie), touched at SF 21, RECOVERED by ATL-A.Terrell at SF 22. A.Terrell to SF 1 for 21 yards (G.Kittle). FUMBLES (G.Kittle), recovered by ATL-J.Hawkins at SF -4. TOUCHDOWN.",1,3,1,SF,ATL,SF,20,01:36,7,0,N,30,0.669920351356268,0.330079648643732,0.303907520137727,I_FORM,2x1,5.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,1,-20,0.139186218380928,-0.139186218380928,-7.30390752013773,False,MAN,LEAD,0,Cover-3,Zone,1
7976,2022091200,2292,"(7:42) (Shotgun) M.Gordon right tackle to SEA 1 for no gain (Q.Diggs, U.Nwosu). FUMBLES (Q.Diggs), RECOVERED by SEA-M.Jackson at SEA 2. M.Jackson to SEA 10 for 8 yards (C.Sutton). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands.",3,4,1,DEN,SEA,SEA,1,07:42,17,13,N,109,0.391254231333733,0.608745768666267,4.91188909823541,SHOTGUN,2x2,5.0,,,,,False,UNKNOWN,,,,,,,,,0,False,OUTSIDE_RIGHT,,-1,-9,0.182361461222172,-0.182361461222172,-5.18377938133199,False,INSIDE ZONE,READ OPTION,0,Cover-0,Man,1
7997,2022091105,4794,(:40) C.Heck reported in as eligible.  R.Burkhead right guard to IND 49 for -2 yards (G.Stewart).,5,3,1,HOU,IND,IND,47,00:40,20,20,N,57,0.671632284310747,0.328367715689253,2.12098890525522,SINGLEBACK,2x1,10.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,-2,-2,-0.202505396325992,0.202505396325992,-1.69079864886589,False,MAN,,0,Cover-3,Zone,1
8032,2022092900,2872,(15:00) (Shotgun) J.Burrow pass deep left to T.Boyd to MIA 6 for 43 yards (K.Kohou).,4,2,6,CIN,MIA,MIA,49,15:00,14,15,N,59,0.592616990208626,0.407383009791374,2.49921402160544,SHOTGUN,3x1,14.0,C,35.0,25.02,14.45,True,DESIGNED_ROLLOUT_RIGHT,0.0199999995529652,OUTSIDE_RIGHT,4.171,3.0,,False,False,False,0,,,,43,43,0.102394286543131,-0.102394286543131,3.20179346343502,True,OUTSIDE ZONE,,0,Cover-1,Man,1
8068,2022100200,4173,(:09) (Shotgun) A.Dalton pass incomplete short right to C.Olave.,4,2,10,NO,MIN,MIN,43,00:09,25,28,N,67,0.186391182243824,0.813608817756176,1.03605840250384,SHOTGUN,2x2,17.0,I,14.0,81.86,0.17,False,TRADITIONAL,3.64000010490417,INSIDE_BOX,4.07,4.07000017166138,,False,False,False,0,,,,0,0,-0.151578085497022,0.151578085497022,-0.569784254010301,True,,,0,Cover-2,Zone,1
8133,2022100201,3276,(3:48) (Shotgun) J.Brissett pass incomplete short left to H.Bryant.,4,3,6,CLE,ATL,ATL,44,03:48,20,20,N,54,0.416898138821125,0.583101861178875,1.84493211191148,EMPTY,3x2,2.0,I,5.0,48.32,9.37,False,TRADITIONAL,2.72000002861023,INSIDE_BOX,2.069,2.06900000572205,,False,False,False,0,,,,0,0,0.117159835994244,-0.117159835994244,-1.7457662000088,True,,,0,Cover-1,Man,1
8135,2022100202,3507,(7:05) (Shotgun) L.Jackson scrambles up the middle to BUF 10 for 18 yards (M.Milano).,4,3,12,BAL,BUF,BUF,28,07:05,20,20,N,82,0.591151729226112,0.408848270773888,2.78296306350967,SHOTGUN,3x1,7.0,R,,,,False,SCRAMBLE,3.52999997138977,,,,,,False,,0,False,INSIDE_RIGHT,,18,18,0.135899543762207,-0.135899543762207,2.28776637261035,True,,,0,Quarters,Zone,1
8151,2022102311,3713,(3:06) (Shotgun) K.Pickett pass short right intended for D.Johnson INTERCEPTED by J.Holland at MIA 18. J.Holland ran ob at PIT 49 for 33 yards (K.Pickett).,4,3,16,PIT,MIA,MIA,30,03:06,16,10,N,80,0.843708012253046,0.156291987746954,2.38417537725763,SHOTGUN,2x2,6.0,IN,12.0,94.55,14.48,False,TRADITIONAL,3.55999994277954,INSIDE_BOX,2.669,2.66899991035461,,False,False,False,0,,,,0,0,0.122361307963729,-0.122361307963729,-4.81814400927396,True,,,0,Cover-3,Zone,1
8166,2022091800,1108,"(10:54) (Shotgun) L.Jackson pass short middle to R.Bateman for 75 yards, TOUCHDOWN.",2,1,10,BAL,MIA,BAL,25,10:54,7,7,N,85,0.585818041115999,0.414181958884001,1.57079511601478,SHOTGUN,2x2,9.0,C,9.0,77.36,19.62,True,TRADITIONAL,0.870000004768372,INSIDE_BOX,2.269,2.26900005340576,,False,False,False,0,,,,75,75,0.138854138553143,-0.138854138553143,5.42920488398522,True,TRICK,,0,Cover-0,Man,1
8217,2022100210,3982,(1:31) (Shotgun) Z.Wilson pass deep right to C.Davis to PIT 20 for 17 yards (D.Bush).,4,2,9,NYJ,PIT,PIT,37,01:31,20,17,N,47,0.610492803156376,0.389507196843624,2.44703111238778,EMPTY,3x2,14.0,C,16.0,29.96,35.19,False,TRADITIONAL,5.0,INSIDE_BOX,3.337,3.33699989318848,,False,False,False,0,,,,17,17,-0.202853135764599,0.202853135764599,1.69130444532493,True,,,0,Cover-2,Zone,1
8257,2022100907,938,(:52) (Shotgun) Z.Wilson pass deep left to Br.Hall to MIA 1 for 79 yards (K.Kohou).,1,1,10,NYJ,MIA,NYJ,20,00:52,5,0,N,30,0.612911432981491,0.387088567018509,1.15512733068317,SHOTGUN,2x1,11.0,C,18.0,49.04,49.83,True,TRADITIONAL,2.41000008583069,INSIDE_BOX,3.437,3.43700003623962,,False,False,False,0,,,,79,79,0.150661308318377,-0.150661308318377,5.34799290657975,True,OUTSIDE ZONE,,0,Cover-1,Man,1
8259,2022100913,3555,(3:21) (Shotgun) J.Burrow pass short left to J.Chase to BLT 5 for 13 yards (M.Humphrey).,4,3,5,CIN,BAL,BAL,18,03:21,16,10,N,92,0.750003200024366,0.249996799975634,3.70734150067437,SHOTGUN,3x1,8.0,C,11.0,102.66,49.47,False,TRADITIONAL,1.86000001430511,INSIDE_BOX,2.066,2.06599998474121,,False,False,False,0,,,,13,13,-0.13530895486474,0.13530895486474,2.05786473763874,True,,,0,Cover-1,Man,1
8308,2022100200,4114,(:24) (Shotgun) A.Dalton pass deep middle to C.Olave to MIN 43 for 32 yards (C.Bynum). MIN-H.Smith was injured during the play. His return is Questionable. NO-C.Olave was injured during the play. His return is Probable.,4,1,10,NO,MIN,NO,25,00:24,25,28,N,35,0.121359121054411,0.878640878945589,0.197399363561999,SHOTGUN,3x1,11.0,C,30.0,62.73,22.07,False,TRADITIONAL,4.84999990463257,INSIDE_BOX,2.836,2.83599996566772,,False,False,False,0,,,,32,32,0.140075486153364,-0.140075486153364,1.04782366863219,True,,,0,Cover-2,Zone,1
8317,2022102309,619,"(7:35) (Shotgun) G.Smith pass deep right to M.Goodwin for 20 yards, TOUCHDOWN.",1,3,14,SEA,LAC,LAC,20,07:35,0,0,N,30,0.591440781950951,0.408559218049049,2.89090968423989,SHOTGUN,3x1,9.0,C,20.0,2.91,49.07,False,TRADITIONAL,2.15000009536743,INSIDE_BOX,2.403,2.40300011634827,,False,False,False,0,,,,20,20,-0.116048857569695,0.116048857569695,4.10909031576011,True,,,0,Quarters,Zone,1
8338,2022101300,2971,(11:21) (Shotgun) J.Fields sacked at CHI 30 for -13 yards (M.Sweat).,4,3,1,CHI,WAS,CHI,43,11:21,7,6,N,53,0.598291926085949,0.401708073914051,1.93657807470299,SHOTGUN,3x1,10.0,S,,,,False,TRADITIONAL,4.07999992370605,INSIDE_BOX,,,5.739,False,True,False,0,,,,-13,-13,-0.136569984257221,0.136569984257221,-3.46450610994361,True,,,0,Cover-1,Man,1
8358,2022092504,1594,(5:04) M.Nelson reported in as eligible.  J.Goff pass incomplete short left to T.Hockenson (E.Kendricks).,2,4,1,DET,MIN,DET,49,05:04,7,14,N,61,0.501802984625101,0.498197015374899,0.303023494780064,SINGLEBACK,2x1,14.0,I,-1.0,61.02,17.45,True,TRADITIONAL,8.71000003814697,OUTSIDE_RIGHT,3.393,2.29999995231628,,False,False,False,0,,,,0,0,0.108940452337265,-0.108940452337265,-3.11303132027388,True,OUTSIDE ZONE,,0,Cover-3,Zone,1
8373,2022091106,236,(10:05) (Shotgun) M.Jones pass deep right intended for D.Parker INTERCEPTED by J.Holland (X.Howard) at MIA -3. J.Holland to MIA 28 for 31 yards (I.Wynn).,1,1,10,NE,MIA,MIA,22,10:05,0,0,N,88,0.443323727697134,0.556676272302866,4.7162518115947,SHOTGUN,2x2,0.0,IN,22.0,110.37,4.3,False,TRADITIONAL,3.36999988555908,INSIDE_BOX,2.035,2.03500008583069,,False,False,False,0,,,,0,0,0.159727692604065,-0.159727692604065,-6.14106720511336,True,,,0,Cover-1,Man,1
8415,2022091105,4488,(5:27) (Shotgun) M.Ryan pass short middle to N.Hines to HST 35 for 15 yards (K.Grugier-Hill) [O.Okoronkwo].,5,2,13,IND,HOU,,50,05:27,20,20,N,60,0.395805452860571,0.604194547139429,1.6357411541976,EMPTY,3x2,3.0,C,6.0,65.78,20.16,False,TRADITIONAL,0.0199999995529652,INSIDE_BOX,2.336,2.33599996566772,,False,False,False,0,,,,15,15,-0.179108449776684,0.179108449776684,1.83691458852263,True,,,0,Cover-1,Man,1
8421,2022102305,1097,"(9:36) (Shotgun) M.Ryan pass short left intended for P.Campbell INTERCEPTED by A.Adams [B.Dupree] at TEN 24. A.Adams for 76 yards, TOUCHDOWN.",2,2,12,IND,TEN,TEN,28,09:36,3,0,N,38,0.568141605705023,0.431858394294977,3.35748588503338,EMPTY,3x2,5.0,IN,4.0,33.37,7.54,False,TRADITIONAL,1.88999998569489,INSIDE_BOX,1.568,1.567999958992,,False,True,False,0,,,,0,0,0.22138456441462,-0.22138456441462,-10.3574858850334,True,,,0,Cover-0,Man,1
8433,2022100600,4724,(2:38) (Shotgun) R.Wilson pass incomplete short middle to C.Sutton (S.Gilmore).,5,4,1,DEN,IND,IND,5,02:38,9,12,N,15,0.540739981270527,0.459260018729473,3.36102368077263,SHOTGUN,3x1,10.0,I,5.0,3.91,26.45,False,TRADITIONAL,3.33999991416931,INSIDE_BOX,4.037,4.03700017929077,,False,False,False,0,,,,0,0,-0.540739981270527,0.540739981270527,-3.36102368077263,True,,,0,Cover-1,Man,1
8468,2022091109,3597,"(9:43) (Shotgun) C.Wentz pass deep right to T.McLaurin for 49 yards, TOUCHDOWN.",4,1,10,WAS,JAX,JAX,49,09:43,14,22,N,59,0.221629694104195,0.778370305895805,2.56662088958547,SHOTGUN,2x2,9.0,C,39.0,20.9,51.33,False,TRADITIONAL,3.69000005722046,INSIDE_BOX,3.103,3.1029999256134,,False,False,False,0,,,,49,49,0.193318258970976,-0.193318258970976,4.43337911041453,True,,,0,Cover 6-Left,Zone,1
8474,2022100912,103,"(13:36) M.Stafford sacked at LA 24 for -10 yards (D.Armstrong). FUMBLES (D.Armstrong) [D.Armstrong], touched at LA 23, RECOVERED by DAL-D.Lawrence at LA 19. D.Lawrence for 19 yards, TOUCHDOWN.",1,3,1,LA,DAL,LA,34,13:36,0,0,N,76,0.714673208072782,0.285326791927218,1.44264425802976,SINGLEBACK,2x2,4.0,S,,,,True,TRADITIONAL,7.34999990463257,INSIDE_BOX,,,2.936,False,False,False,0,,,,-11,-34,-0.184141431003809,0.184141431003809,-8.44264425802976,True,UNDEFINED,,0,Cover-1,Man,1
8496,2022103003,395,"(8:15) (Shotgun) T.Tagovailoa pass short middle to B.Sanders to DET 22 for 13 yards (K.Joseph). FUMBLES (K.Joseph), RECOVERED by DET-M.Rodriguez at DET 20. M.Rodriguez to DET 22 for 2 yards (A.Ingold).",1,1,10,MIA,DET,DET,35,08:15,7,0,N,45,0.5290247797966,0.4709752202034,3.98168200266082,SHOTGUN,3x1,8.0,C,10.0,35.82,17.3,True,TRADITIONAL,0.0299999993294477,INSIDE_BOX,1.736,1.73599994182587,,False,False,False,0,,,,13,13,0.149242978543043,-0.149242978543043,-4.9801688954467,True,INSIDE ZONE,,1,Cover-3,Zone,1
8620,2022101607,3355,"(10:58) (No Huddle, Shotgun) M.Trubisky pass short middle to Co.Heyward to TB 11 for 45 yards (L.David). Penalty on TB-V.Vea, Defensive Too Many Men on Field, declined. Penalty on TB-V.Vea, Defensive Offside, declined.",4,3,6,PIT,TB,PIT,44,10:58,13,12,N,66,0.517184194177389,0.482815805822611,0.868154270108789,SHOTGUN,2x2,26.0,C,14.0,52.78,18.14,False,TRADITIONAL,3.51999998092651,INSIDE_BOX,2.569,2.56900000572205,,False,False,False,0,,,0.0,45,45,0.209188126027584,-0.209188126027584,3.91047999134753,True,,,0,Quarters,Zone,1
8659,2022103007,376,(10:03) (Shotgun) Z.Wilson pass deep right to G.Wilson to NE 12 for 54 yards (J.Mills).,1,3,5,NYJ,NE,NYJ,34,10:03,0,0,N,76,0.429674584418535,0.570325415581465,0.500340729020536,SHOTGUN,2x2,10.0,C,38.0,37.63,44.63,False,SCRAMBLE,3.47000002861023,OUTSIDE_RIGHT,4.237,2.79999995231628,,False,False,False,0,,,,54,54,0.12937293574214,-0.12937293574214,4.64031606423669,True,,,0,Cover-2,Zone,1
8677,2022092504,3799,"(3:35) Ja.Williams right tackle to MIN 30 for no gain (D.Hunter, E.Kendricks).",4,4,1,DET,MIN,MIN,30,03:35,21,24,N,40,0.181629218161106,0.818370781838894,1.97771343996283,SINGLEBACK,2x1,8.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,0,0,0.192641854286194,-0.192641854286194,-3.21455230668653,False,MAN,,0,Cover-6 Right,Zone,1
8697,2022100903,3019,"(8:27) (Shotgun) D.Mills pass deep left to N.Collins to JAX 43 for 23 yards (T.Campbell). Penalty on JAX-T.Campbell, Defensive Pass Interference, declined.",4,3,2,HOU,JAX,HOU,34,08:27,6,6,N,44,0.583485156297684,0.416514843702316,1.00991864339449,PISTOL,3x1,2.0,C,22.0,64.59,49.66,False,TRADITIONAL,4.01999998092651,INSIDE_BOX,2.369,2.36899995803833,,False,False,False,0,,,0.0,23,23,-0.135281309485435,0.135281309485435,2.03943953069393,True,,,0,Cover-1,Man,1
8716,2022101610,3975,"(1:09) (Shotgun) J.Allen pass short left to D.Knox for 14 yards, TOUCHDOWN.",4,2,12,BUF,KC,KC,14,01:09,20,17,N,24,0.362444341182709,0.637555658817291,4.05941493739374,SHOTGUN,2x2,2.0,C,14.0,4.97,3.81,False,TRADITIONAL,3.88000011444092,INSIDE_BOX,3.604,3.60400009155273,,False,False,False,0,,,,14,14,-0.212037139137586,0.212037139137586,2.94058506260626,True,,,0,Cover-1 Double,Man,1
8783,2022100902,730,(4:01) A.Ekeler right guard to CLV 4 for 71 yards (G.Newsome).,1,1,10,LAC,CLE,LAC,25,04:01,14,0,N,35,0.781908901408315,0.218091098591685,1.27858708240092,SINGLEBACK,3x1,14.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,71,71,-0.105011565610766,0.105011565610766,4.83615455229301,False,MAN,,0,Cover-3,Zone,1
8815,2022092505,1621,"(:36) (Shotgun) L.Jackson pass deep middle to M.Andrews for 16 yards, TOUCHDOWN.",2,2,7,BAL,NE,NE,16,00:36,10,7,N,26,0.520973134785891,0.479026865214109,4.32450280123157,SHOTGUN,3x1,4.0,C,16.0,4.46,32.05,False,TRADITIONAL,5.3600001335144,INSIDE_BOX,2.602,2.60199999809265,,False,True,False,0,,,,16,16,-0.135821498930454,0.135821498930454,2.67549719876843,True,,,0,Cover-0,Man,1
8905,2022092501,3030,(14:14) D.Mills sacked at CHI 43 for -8 yards (Ju.Jones).,4,2,6,HOU,CHI,CHI,35,14:14,20,20,N,45,0.419093988835812,0.580906011164188,3.4578336548293,I_FORM,2x1,15.0,S,,,,True,TRADITIONAL,6.48999977111816,INSIDE_BOX,,,3.651,False,False,False,0,,,,-8,-8,0.108713775873184,-0.108713775873184,-2.53591639059596,True,POWER,,0,Cover-1,Man,1
8909,2022091500,3114,(11:10) J.Herbert pass short right to G.Everett to KC 3 for 26 yards (T.Wharton; J.Reid).,4,2,3,LAC,KC,KC,29,11:10,17,17,N,39,0.433974303305149,0.566025696694851,3.9636014882708,SINGLEBACK,2x2,6.0,C,0.0,38.9,37.29,True,DESIGNED_ROLLOUT_RIGHT,8.30000019073486,OUTSIDE_RIGHT,3.037,2.29999995231628,,False,False,False,0,,,,26,26,-0.124025732278824,0.124025732278824,2.05999872961547,True,POWER,,0,Quarters,Zone,1
8941,2022110603,2189,(9:23) (Shotgun) A.Rodgers pass deep middle intended for R.Tonyan INTERCEPTED by K.Joseph at DET 3. K.Joseph to DET 12 for 9 yards (S.Watkins).,3,2,9,GB,DET,DET,22,09:23,8,0,N,32,0.576836328953505,0.423163671046495,4.27925846364815,EMPTY,3x2,4.0,IN,19.0,11.34,28.46,False,TRADITIONAL,3.78999996185303,INSIDE_BOX,2.937,2.93700003623962,,False,False,False,0,,,,0,0,0.141700737178326,-0.141700737178326,-4.70406820636708,True,,,0,Quarters,Zone,1
8964,2022101610,2482,(13:46) (Shotgun) P.Mahomes pass short right to S.Moore pushed ob at BUF 48 for 24 yards (T.Johnson).,3,3,9,KC,BUF,KC,28,13:46,10,10,N,82,0.42689798027277,0.57310201972723,-0.113786093425006,SHOTGUN,3x1,9.0,C,11.0,70.57,44.9,False,TRADITIONAL,4.59999990463257,INSIDE_BOX,3.67,3.67000007629395,,False,False,False,0,,,,24,24,0.110721733421087,-0.110721733421087,3.2213681822177,True,,,0,Cover-1,Man,1
8971,2022103001,2911,"(11:50) C.Erving reported in as eligible.  D.Foreman left tackle for 1 yard, TOUCHDOWN.",4,4,1,CAR,ATL,ATL,1,11:50,21,13,N,109,0.784738648682833,0.215261351317167,4.05356565944385,JUMBO,1x1,16.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,1,1,-0.113808628171682,0.113808628171682,2.94643434055615,False,MAN,LEAD,0,Goal Line,Other,1
9003,2022091804,2868,"(1:19) (Shotgun) M.Ingram left guard to TB 11 for 9 yards (L.Ryan; L.David). FUMBLES (L.Ryan), RECOVERED by TB-C.Nassib at TB 10.",3,1,10,NO,TB,TB,20,01:19,3,3,N,30,0.626478713005781,0.373521286994219,4.77242274710443,PISTOL,3x1,2.0,,,,,False,UNKNOWN,,,,,,,,,0,False,INSIDE_RIGHT,,9,10,-0.170601688325405,0.170601688325405,-4.95635186636355,False,OUTSIDE ZONE,,0,Cover-3,Zone,1
9080,2022092501,1010,(:51) (Shotgun) D.Mills pass deep middle intended for B.Cooks INTERCEPTED by E.Jackson (K.Vildor) at CHI -9. Touchback.,1,2,7,HOU,CHI,CHI,7,00:51,10,7,N,17,0.535928152501583,0.464071847498417,5.03995975787984,SHOTGUN,3x1,8.0,IN,7.0,9.8,35.61,False,TRADITIONAL,1.4099999666214,INSIDE_BOX,2.002,2.00200009346008,,False,False,False,0,,,,0,0,0.149680254980922,-0.149680254980922,-5.8269382075523,True,,,0,Cover-1,Man,1
9084,2022091109,3797,(7:27) (Shotgun) T.Lawrence sacked at WAS 48 for -6 yards (D.Payne).,4,3,4,JAX,WAS,WAS,42,07:27,20,22,N,68,0.270282078534365,0.729717921465635,2.48671496857423,SHOTGUN,3x1,4.0,S,,,,False,TRADITIONAL,3.36999988555908,INSIDE_BOX,,,4.338,False,False,False,0,,,,-6,-6,0.145819313824177,-0.145819313824177,-2.60267040261533,True,,,0,Cover-1,Man,1
9109,2022100201,2273,(7:05) (Shotgun) M.Mariota pass short middle intended for D.London INTERCEPTED by D.Ward at ATL 43. D.Ward to ATL 43 for no gain (D.London).,3,2,7,ATL,CLE,ATL,32,07:05,10,10,N,78,0.584356088191271,0.415643911808729,1.27076039882377,PISTOL,3x1,7.0,IN,11.0,67.46,28.94,True,DESIGNED_ROLLOUT_RIGHT,3.97000002861023,INSIDE_BOX,3.27,3.26999998092651,,False,False,False,0,,,,0,0,-0.142087023705244,0.142087023705244,-4.58609741088003,True,OUTSIDE ZONE,,0,Cover-3,Zone,1
9114,2022101000,2910,(1:20) J.Jacobs right end ran ob at KC 22 for 37 yards (D.Harris).,3,1,10,LV,KC,LV,41,01:20,24,20,N,69,0.660156268626451,0.339843731373549,2.17286890489049,I_FORM,1x1,8.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,37,37,-0.100153021514416,0.100153021514416,2.42968426388688,False,MAN,LEAD,0,Cover-1,Man,1
9167,2022100909,2483,"(4:41) (Shotgun) C.Wentz pass deep left to D.Brown for 30 yards, TOUCHDOWN.",3,2,7,WAS,TEN,TEN,30,04:41,10,14,N,80,0.421240892261267,0.578759107738733,3.83567402639892,SHOTGUN,3x1,5.0,C,27.0,104.73,48.22,False,TRADITIONAL,2.99000000953674,INSIDE_BOX,2.002,2.00200009346008,,False,False,False,0,,,,30,30,0.137494020164013,-0.137494020164013,3.16432597360108,True,,,0,Cover-1,Man,1
9206,2022110603,3857,(:42) (Shotgun) A.Rodgers pass incomplete deep left to S.Watkins.,4,4,10,GB,DET,DET,17,00:42,15,9,N,93,0.843565268069506,0.156434731930494,2.51284914347343,EMPTY,3x2,1.0,I,17.0,111.7,39.77,False,TRADITIONAL,5.65999984741211,INSIDE_BOX,3.078,3.07800006866455,,False,False,False,0,,,,0,0,0.150153357442468,-0.150153357442468,-2.8194380896166,True,,,0,Quarters,Zone,1
9222,2022091100,4102,(:38) (Shotgun) J.Winston pass deep middle to J.Johnson to ATL 33 for 17 yards (J.Hawkins).,4,2,20,NO,ATL,,50,00:38,26,24,N,60,0.68502999600023,0.31497000399977,1.17872685461771,SHOTGUN,3x1,25.0,C,16.0,75.17,29.74,False,TRADITIONAL,2.91000008583069,INSIDE_BOX,2.57,2.5699999332428,,False,False,False,0,,,,17,17,-0.245611222647131,0.245611222647131,1.19201601407258,True,,,0,Cover-1,Man,1
9259,2022100900,3667,(1:05) (Shotgun) A.Rodgers pass incomplete short right to A.Lazard (X.McKinney).,4,4,1,GB,NYG,NYG,6,01:05,20,27,N,16,0.25744394492358,0.74255605507642,3.80505733483005,SHOTGUN,2x2,7.0,I,0.0,7.46,53.59,False,TRADITIONAL,0.910000026226044,INSIDE_BOX,1.568,1.567999958992,,True,False,False,0,,,,0,0,-0.250019155442715,0.250019155442715,-4.14742580254097,True,INSIDE ZONE,,1,Cover-0,Man,1
9286,2022100205,4072,"(2:22) (Shotgun) R.Penny right end for 41 yards, TOUCHDOWN.",4,3,5,SEA,DET,DET,41,02:22,38,41,N,69,0.145168282091618,0.854831717908382,2.26841334346682,SHOTGUN,2x2,5.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,41,41,-0.112739637494087,0.112739637494087,4.73158665653318,False,COUNTER,,0,Cover-1,Man,1
